Date,Brand,Region,Sales Volume,Revenue ($),Average Price per Unit ($)
2023-12-27,Chanel,North America,56,168000,3000
2021-10-20,Dior,Europe,57,85500,1500
2023-10-04,Rolex,North America,15,120000,8000
2023-12-14,Dior,North America,20,30000,1500
2023-04-01,Gucci,Asia,22,26400,1200
2023-11-08,Rolex,Europe,38,304000,8000
2024-06-27,Gucci,Europe,62,74400,1200
2023-03-08,Louis Vuitton,Asia,12,30000,2500
2024-11-18,Chanel,North America,88,264000,3000
2022-12-10,Dior,North America,48,72000,1500
2023-12-05,Louis Vuitton,North America,15,37500,2500
2022-02-19,Louis Vuitton,Europe,98,245000,2500
2022-07-12,Rolex,Europe,38,304000,8000
2022-01-19,Gucci,Australia,19,22800,1200
2022-11-18,Chanel,North America,98,294000,3000
2021-12-04,Louis Vuitton,North America,91,227500,2500
2024-07-02,Rolex,North America,41,328000,8000
2024-02-15,Rolex,Europe,42,336000,8000
2022-10-19,Gucci,Australia,21,25200,1200
2021-09-12,Rolex,Australia,95,760000,8000
2023-06-08,Louis Vuitton,Middle East,37,92500,2500
2022-01-28,Chanel,Europe,35,105000,3000
2022-08-07,Gucci,Middle East,48,57600,1200
2024-01-28,Dior,Europe,87,130500,1500
2024-05-28,Louis Vuitton,Australia,46,115000,2500
2023-06-11,Gucci,Asia,59,70800,1200
2023-03-27,Chanel,Australia,4,12000,3000
2021-03-24,Chanel,North America,39,117000,3000
2021-05-16,Louis Vuitton,Europe,24,60000,2500
2023-01-30,Rolex,Asia,76,608000,8000
2021-03-14,Dior,Middle East,60,90000,1500
2022-07-11,Gucci,Australia,34,40800,1200
2022-12-28,Rolex,Middle East,58,464000,8000
2024-03-24,Dior,Europe,50,75000,1500
2021-07-13,Chanel,Middle East,5,15000,3000
2022-06-03,Louis Vuitton,Australia,14,35000,2500
2022-03-26,Dior,Europe,61,91500,1500
2022-02-08,Dior,North America,43,64500,1500
2022-10-12,Louis Vuitton,Middle East,65,162500,2500
2023-04-15,Gucci,Europe,82,98400,1200
2022-10-11,Rolex,Middle East,98,784000,8000
2023-01-06,Dior,Middle East,54,81000,1500
2024-04-26,Louis Vuitton,Australia,73,182500,2500
2025-02-22,Rolex,Middle East,29,232000,8000
2023-04-23,Rolex,Europe,10,80000,8000
2024-03-18,Rolex,Asia,32,256000,8000
2022-01-11,Rolex,Australia,56,448000,8000
2023-08-29,Rolex,Middle East,91,728000,8000
2023-07-12,Rolex,Asia,65,520000,8000
2025-02-06,Chanel,Middle East,56,168000,3000
2021-07-30,Louis Vuitton,Middle East,65,162500,2500
2021-04-15,Dior,Asia,6,9000,1500
2022-12-01,Louis Vuitton,Europe,89,222500,2500
2024-10-27,Gucci,Europe,31,37200,1200
2022-12-07,Rolex,Middle East,55,440000,8000
2024-08-23,Louis Vuitton,Australia,13,32500,2500
2021-06-13,Gucci,North America,16,19200,1200
2022-03-17,Gucci,Australia,28,33600,1200
2023-01-14,Dior,Middle East,75,112500,1500
2022-07-26,Chanel,Europe,27,81000,3000
2022-02-14,Chanel,North America,13,39000,3000
2024-10-19,Dior,Australia,7,10500,1500
2021-05-26,Dior,Australia,47,70500,1500
2021-07-11,Chanel,Asia,81,243000,3000
2023-08-15,Dior,Europe,63,94500,1500
2023-07-14,Rolex,Middle East,22,176000,8000
2024-02-15,Gucci,Australia,68,81600,1200
2024-01-12,Gucci,Australia,56,67200,1200
2024-07-11,Chanel,Asia,21,63000,3000
2023-04-09,Louis Vuitton,Asia,58,145000,2500
2022-04-17,Chanel,Australia,74,222000,3000
2024-11-16,Louis Vuitton,Asia,49,122500,2500
2022-09-13,Chanel,Australia,46,138000,3000
2024-12-30,Rolex,Asia,52,416000,8000
2024-12-25,Dior,Middle East,4,6000,1500
2023-03-13,Chanel,Australia,72,216000,3000
2022-01-12,Dior,Asia,65,97500,1500
2022-05-11,Rolex,Australia,40,320000,8000
2023-08-10,Chanel,North America,71,213000,3000
2023-10-07,Gucci,Europe,59,70800,1200
2024-02-28,Dior,Europe,57,85500,1500
2021-12-10,Gucci,Asia,92,110400,1200
2023-02-24,Dior,Asia,65,97500,1500
2021-05-22,Chanel,Middle East,7,21000,3000
2023-01-17,Gucci,Middle East,34,40800,1200
2022-10-27,Chanel,Middle East,30,90000,3000
2024-04-13,Chanel,North America,37,111000,3000
2022-03-21,Rolex,Middle East,5,40000,8000
2024-12-26,Louis Vuitton,Middle East,18,45000,2500
2024-07-24,Gucci,Middle East,69,82800,1200
2023-11-13,Dior,Europe,11,16500,1500
2021-09-19,Louis Vuitton,Middle East,87,217500,2500
2024-05-28,Dior,Europe,44,66000,1500
2022-01-12,Rolex,Europe,26,208000,8000
2021-03-12,Louis Vuitton,Australia,6,15000,2500
2023-03-25,Dior,Asia,32,48000,1500
2021-03-28,Chanel,Europe,39,117000,3000
2023-11-22,Dior,Middle East,98,147000,1500
2021-12-12,Louis Vuitton,Asia,20,50000,2500
2024-07-27,Rolex,Europe,73,584000,8000
2024-03-04,Louis Vuitton,Europe,13,32500,2500
2023-04-27,Chanel,Australia,15,45000,3000
2023-03-26,Dior,Asia,5,7500,1500
2024-02-16,Chanel,Asia,22,66000,3000
2021-05-12,Louis Vuitton,Asia,42,105000,2500
2022-04-16,Rolex,Middle East,49,392000,8000
2023-04-05,Dior,Australia,80,120000,1500
2022-09-19,Rolex,Middle East,55,440000,8000
2022-02-21,Dior,Europe,38,57000,1500
2021-12-30,Dior,Europe,59,88500,1500
2022-10-18,Chanel,Middle East,74,222000,3000
2023-12-18,Chanel,Asia,97,291000,3000
2023-11-08,Louis Vuitton,Middle East,17,42500,2500
2022-06-05,Gucci,Asia,51,61200,1200
2023-07-26,Rolex,Australia,38,304000,8000
2022-06-25,Gucci,Middle East,16,19200,1200
2021-05-11,Dior,Middle East,35,52500,1500
2021-08-08,Louis Vuitton,Europe,35,87500,2500
2022-04-18,Louis Vuitton,North America,29,72500,2500
2023-05-12,Chanel,Asia,61,183000,3000
2023-08-18,Louis Vuitton,Europe,41,102500,2500
2022-12-13,Chanel,Australia,71,213000,3000
2023-07-25,Gucci,Europe,14,16800,1200
2023-05-31,Rolex,North America,28,224000,8000
2022-11-29,Louis Vuitton,Europe,13,32500,2500
2024-10-26,Dior,Australia,9,13500,1500
2022-11-19,Louis Vuitton,Australia,75,187500,2500
2022-07-07,Rolex,North America,97,776000,8000
2021-04-25,Chanel,Europe,66,198000,3000
2023-07-27,Louis Vuitton,Europe,15,37500,2500
2024-02-07,Louis Vuitton,Australia,5,12500,2500
2021-06-06,Dior,Europe,13,19500,1500
2022-12-09,Louis Vuitton,Asia,96,240000,2500
2024-10-11,Gucci,North America,50,60000,1200
2022-03-22,Dior,Asia,73,109500,1500
2021-11-27,Louis Vuitton,Middle East,97,242500,2500
2023-06-02,Gucci,Asia,65,78000,1200
2022-09-06,Dior,Europe,64,96000,1500
2023-01-23,Dior,Australia,69,103500,1500
2022-02-24,Louis Vuitton,Middle East,6,15000,2500
2025-01-10,Chanel,North America,41,123000,3000
2021-07-06,Rolex,Asia,87,696000,8000
2022-12-30,Dior,Asia,27,40500,1500
2022-11-04,Louis Vuitton,Asia,30,75000,2500
2024-09-28,Louis Vuitton,Middle East,86,215000,2500
2021-07-05,Louis Vuitton,Australia,64,160000,2500
2023-03-10,Chanel,North America,3,9000,3000
2023-09-26,Chanel,Asia,29,87000,3000
2024-09-05,Dior,Asia,71,106500,1500
2024-11-03,Louis Vuitton,Asia,63,157500,2500
2022-04-03,Dior,North America,18,27000,1500
2021-10-18,Chanel,Europe,30,90000,3000
2023-04-28,Rolex,North America,96,768000,8000
2021-03-30,Gucci,Australia,39,46800,1200
2025-02-20,Gucci,Australia,8,9600,1200
2024-10-10,Rolex,North America,17,136000,8000
2022-04-08,Dior,North America,69,103500,1500
2023-07-19,Rolex,Middle East,93,744000,8000
2022-04-14,Chanel,North America,72,216000,3000
2024-06-15,Rolex,Australia,1,8000,8000
2021-06-09,Louis Vuitton,Middle East,98,245000,2500
2022-06-13,Dior,Asia,49,73500,1500
2023-01-27,Louis Vuitton,Asia,65,162500,2500
2022-03-12,Dior,Middle East,83,124500,1500
2023-06-24,Chanel,Australia,46,138000,3000
2022-02-22,Louis Vuitton,Europe,66,165000,2500
2024-01-21,Dior,North America,18,27000,1500
2021-03-11,Chanel,Asia,83,249000,3000
2023-05-03,Gucci,Middle East,55,66000,1200
2023-06-02,Louis Vuitton,Asia,83,207500,2500
2021-09-26,Gucci,Europe,33,39600,1200
2021-05-19,Dior,Australia,48,72000,1500
2021-04-10,Dior,Europe,45,67500,1500
2023-04-10,Rolex,Europe,12,96000,8000
2021-09-13,Rolex,North America,28,224000,8000
2021-12-14,Gucci,Middle East,31,37200,1200
2022-09-06,Rolex,Middle East,68,544000,8000
2022-04-28,Dior,Asia,89,133500,1500
2022-08-31,Chanel,Australia,53,159000,3000
2024-03-08,Chanel,Middle East,86,258000,3000
2024-09-08,Louis Vuitton,North America,99,247500,2500
2024-09-10,Rolex,Asia,13,104000,8000
2024-09-15,Gucci,Asia,25,30000,1200
2023-08-29,Chanel,Australia,10,30000,3000
2024-07-30,Louis Vuitton,Australia,64,160000,2500
2021-12-18,Dior,Europe,51,76500,1500
2021-12-29,Rolex,Australia,41,328000,8000
2024-06-03,Chanel,Middle East,88,264000,3000
2024-06-29,Rolex,Asia,34,272000,8000
2021-05-08,Dior,Middle East,87,130500,1500
2023-01-14,Rolex,Europe,97,776000,8000
2021-06-21,Chanel,North America,87,261000,3000
2023-01-23,Chanel,Europe,1,3000,3000
2025-01-18,Gucci,North America,6,7200,1200
2022-03-21,Chanel,Australia,86,258000,3000
2022-06-04,Chanel,Asia,77,231000,3000
2024-11-15,Rolex,Asia,69,552000,8000
2025-02-20,Chanel,Asia,60,180000,3000
2021-05-28,Louis Vuitton,North America,51,127500,2500
2024-02-06,Chanel,Asia,24,72000,3000
2021-11-17,Gucci,Middle East,93,111600,1200
2021-04-14,Rolex,Middle East,31,248000,8000
2021-08-31,Dior,Middle East,51,76500,1500
2022-09-09,Louis Vuitton,Asia,62,155000,2500
2025-02-20,Chanel,Australia,14,42000,3000
2022-03-25,Rolex,North America,60,480000,8000
2022-08-27,Gucci,Asia,9,10800,1200
2021-07-18,Dior,Australia,9,13500,1500
2022-12-16,Dior,North America,2,3000,1500
2025-01-16,Chanel,Australia,98,294000,3000
2024-05-13,Rolex,Europe,95,760000,8000
2021-10-30,Dior,Europe,30,45000,1500
2021-09-01,Rolex,Middle East,40,320000,8000
2022-03-09,Rolex,North America,95,760000,8000
2023-01-10,Rolex,Asia,89,712000,8000
2024-04-02,Rolex,Middle East,61,488000,8000
2025-01-08,Rolex,Europe,5,40000,8000
2024-11-01,Louis Vuitton,Europe,40,100000,2500
2021-08-27,Gucci,Asia,30,36000,1200
2023-10-05,Louis Vuitton,Asia,59,147500,2500
2024-11-26,Chanel,North America,50,150000,3000
2023-07-15,Rolex,North America,70,560000,8000
2022-08-22,Louis Vuitton,North America,27,67500,2500
2022-01-05,Chanel,Europe,43,129000,3000
2024-11-25,Louis Vuitton,Asia,22,55000,2500
2021-12-26,Gucci,Asia,14,16800,1200
2023-01-08,Chanel,Asia,89,267000,3000
2024-09-11,Chanel,Europe,17,51000,3000
2024-07-16,Louis Vuitton,Middle East,24,60000,2500
2024-02-05,Chanel,Europe,2,6000,3000
2022-09-28,Dior,Middle East,12,18000,1500
2024-11-14,Chanel,Middle East,34,102000,3000
2024-04-29,Rolex,North America,25,200000,8000
2022-01-23,Chanel,North America,60,180000,3000
2021-04-27,Rolex,Middle East,75,600000,8000
2024-09-14,Rolex,Middle East,84,672000,8000
2023-12-11,Chanel,North America,19,57000,3000
2024-10-01,Chanel,Europe,78,234000,3000
2022-05-27,Dior,Australia,79,118500,1500
2021-03-09,Rolex,Middle East,85,680000,8000
2022-09-11,Chanel,Europe,99,297000,3000
2023-07-28,Louis Vuitton,Europe,83,207500,2500
2022-06-20,Rolex,Asia,3,24000,8000
2021-08-01,Dior,Australia,70,105000,1500
2021-04-27,Louis Vuitton,Australia,69,172500,2500
2022-04-06,Chanel,Europe,19,57000,3000
2021-08-29,Rolex,Middle East,11,88000,8000
2024-11-11,Dior,Asia,80,120000,1500
2022-03-07,Rolex,Asia,22,176000,8000
2024-06-23,Rolex,Asia,45,360000,8000
2023-10-12,Louis Vuitton,Middle East,75,187500,2500
2022-11-11,Louis Vuitton,Europe,10,25000,2500
2023-05-13,Chanel,Europe,20,60000,3000
2024-12-02,Dior,North America,45,67500,1500
2022-02-08,Rolex,Asia,33,264000,8000
2023-07-30,Chanel,North America,55,165000,3000
2022-06-05,Louis Vuitton,Middle East,40,100000,2500
2025-03-01,Gucci,Australia,11,13200,1200
2021-07-15,Chanel,North America,48,144000,3000
2024-02-07,Gucci,Australia,81,97200,1200
2023-06-25,Louis Vuitton,Middle East,20,50000,2500
2023-02-14,Gucci,Europe,15,18000,1200
2022-04-11,Dior,North America,19,28500,1500
2022-06-19,Chanel,Middle East,91,273000,3000
2022-10-31,Rolex,Middle East,74,592000,8000
2024-06-16,Louis Vuitton,Asia,11,27500,2500
2021-09-22,Dior,Middle East,11,16500,1500
2022-03-16,Rolex,Europe,63,504000,8000
2023-01-29,Dior,Europe,39,58500,1500
2022-06-18,Dior,North America,79,118500,1500
2023-09-16,Louis Vuitton,Middle East,50,125000,2500
2024-11-28,Dior,Australia,5,7500,1500
2021-07-18,Dior,Australia,92,138000,1500
2022-09-22,Chanel,Australia,11,33000,3000
2024-07-02,Chanel,Asia,38,114000,3000
2023-02-10,Gucci,Europe,37,44400,1200
2022-10-31,Chanel,Middle East,70,210000,3000
2024-01-05,Chanel,Australia,55,165000,3000
2023-04-09,Dior,Australia,89,133500,1500
2022-08-24,Louis Vuitton,Middle East,88,220000,2500
2021-07-05,Gucci,Middle East,87,104400,1200
2023-01-08,Gucci,Asia,92,110400,1200
2024-08-17,Gucci,Australia,63,75600,1200
2022-06-02,Gucci,Australia,1,1200,1200
2021-04-19,Rolex,Europe,71,568000,8000
2024-09-23,Dior,Middle East,20,30000,1500
2023-06-01,Louis Vuitton,Middle East,16,40000,2500
2023-04-23,Rolex,Europe,17,136000,8000
2024-03-13,Dior,North America,89,133500,1500
2024-12-28,Gucci,Europe,50,60000,1200
2022-09-11,Chanel,Australia,19,57000,3000
2022-11-16,Chanel,Europe,6,18000,3000
2024-05-17,Chanel,North America,31,93000,3000
2022-05-10,Gucci,Europe,58,69600,1200
2021-03-18,Rolex,North America,28,224000,8000
2022-09-19,Rolex,Middle East,12,96000,8000
2021-12-01,Gucci,North America,39,46800,1200
2023-03-24,Rolex,Asia,40,320000,8000
2021-12-31,Rolex,North America,47,376000,8000
2022-01-15,Chanel,Middle East,62,186000,3000
2022-08-09,Chanel,Middle East,61,183000,3000
2022-11-27,Dior,Australia,34,51000,1500
2022-04-23,Louis Vuitton,Europe,25,62500,2500
2022-03-12,Chanel,Australia,53,159000,3000
2021-07-12,Rolex,Australia,79,632000,8000
2023-09-02,Louis Vuitton,Europe,91,227500,2500
2023-09-15,Chanel,North America,98,294000,3000
2023-10-25,Louis Vuitton,Middle East,90,225000,2500
2024-09-05,Chanel,Europe,31,93000,3000
2021-03-15,Chanel,Australia,41,123000,3000
2024-04-12,Louis Vuitton,North America,27,67500,2500
2024-07-12,Dior,Middle East,12,18000,1500
2022-10-10,Dior,Europe,14,21000,1500
2024-03-17,Dior,Asia,15,22500,1500
2022-05-01,Louis Vuitton,Australia,25,62500,2500
2022-05-29,Dior,North America,81,121500,1500
2023-06-16,Gucci,North America,24,28800,1200
2024-01-31,Louis Vuitton,Europe,20,50000,2500
2022-06-22,Rolex,Europe,42,336000,8000
2024-11-19,Gucci,Europe,70,84000,1200
2025-01-06,Gucci,Middle East,48,57600,1200
2023-06-24,Rolex,North America,93,744000,8000
2024-02-28,Dior,North America,1,1500,1500
2024-09-27,Louis Vuitton,Asia,13,32500,2500
2022-05-26,Louis Vuitton,Asia,14,35000,2500
2023-04-23,Louis Vuitton,Asia,45,112500,2500
2024-10-17,Chanel,Middle East,96,288000,3000
2022-01-07,Chanel,Asia,92,276000,3000
2022-05-09,Dior,Middle East,53,79500,1500
2023-05-23,Chanel,North America,99,297000,3000
2022-12-29,Dior,Europe,71,106500,1500
2023-01-01,Chanel,North America,10,30000,3000
2023-09-19,Dior,Asia,97,145500,1500
2024-02-16,Louis Vuitton,Middle East,62,155000,2500
2021-11-04,Dior,Australia,13,19500,1500
2021-09-05,Louis Vuitton,Europe,12,30000,2500
2024-03-11,Gucci,North America,37,44400,1200
2024-12-31,Chanel,Europe,25,75000,3000
2023-01-22,Rolex,Asia,1,8000,8000
2021-08-13,Dior,Europe,78,117000,1500
2021-06-05,Louis Vuitton,North America,62,155000,2500
2022-05-18,Gucci,Australia,89,106800,1200
2022-07-15,Rolex,Europe,47,376000,8000
2024-09-18,Chanel,Middle East,12,36000,3000
2023-01-10,Louis Vuitton,Australia,57,142500,2500
2022-03-23,Rolex,Middle East,30,240000,8000
2023-12-24,Chanel,Australia,38,114000,3000
2022-06-01,Rolex,Asia,6,48000,8000
2024-03-07,Rolex,Europe,33,264000,8000
2022-01-22,Louis Vuitton,Europe,44,110000,2500
2021-12-11,Gucci,Europe,47,56400,1200
2023-12-28,Chanel,North America,28,84000,3000
2021-11-01,Rolex,Australia,17,136000,8000
2021-08-06,Chanel,North America,63,189000,3000
2023-01-15,Louis Vuitton,North America,61,152500,2500
2023-08-22,Dior,Europe,56,84000,1500
2023-06-11,Rolex,Australia,84,672000,8000
2021-11-07,Louis Vuitton,Asia,69,172500,2500
2024-06-16,Dior,Australia,22,33000,1500
2024-07-11,Dior,North America,77,115500,1500
2024-08-31,Louis Vuitton,North America,79,197500,2500
2022-11-28,Louis Vuitton,Middle East,17,42500,2500
2024-09-19,Dior,Australia,91,136500,1500
2025-01-24,Louis Vuitton,Europe,69,172500,2500
2023-04-07,Chanel,Europe,28,84000,3000
2023-07-05,Louis Vuitton,North America,32,80000,2500
2023-11-26,Chanel,Europe,81,243000,3000
2023-11-24,Rolex,Europe,26,208000,8000
2022-05-20,Dior,Middle East,45,67500,1500
2025-01-15,Dior,Asia,32,48000,1500
2024-11-19,Dior,North America,3,4500,1500
2024-12-18,Dior,Europe,62,93000,1500
2021-06-09,Chanel,Asia,93,279000,3000
2022-09-20,Louis Vuitton,Asia,69,172500,2500
2022-03-09,Chanel,Middle East,83,249000,3000
2021-12-09,Louis Vuitton,Asia,31,77500,2500
2024-04-06,Dior,Middle East,5,7500,1500
2024-09-28,Chanel,Europe,11,33000,3000
2021-04-27,Dior,Asia,9,13500,1500
2021-07-28,Dior,Asia,43,64500,1500
2024-09-03,Dior,Asia,44,66000,1500
2023-09-30,Gucci,Middle East,74,88800,1200
2023-05-16,Rolex,North America,12,96000,8000
2021-07-02,Chanel,Australia,39,117000,3000
2023-11-11,Chanel,Europe,56,168000,3000
2022-05-28,Dior,Australia,98,147000,1500
2021-11-11,Chanel,Australia,64,192000,3000
2021-10-30,Chanel,North America,37,111000,3000
2021-12-01,Rolex,Europe,93,744000,8000
2023-06-23,Chanel,Australia,17,51000,3000
2021-07-26,Louis Vuitton,Asia,10,25000,2500
2022-08-06,Gucci,Europe,72,86400,1200
2021-05-26,Rolex,Asia,70,560000,8000
2024-08-05,Gucci,North America,18,21600,1200
2022-09-10,Rolex,Australia,56,448000,8000
2023-03-12,Chanel,North America,67,201000,3000
2023-09-10,Gucci,Australia,93,111600,1200
2025-01-23,Gucci,Europe,34,40800,1200
2023-09-17,Rolex,Europe,83,664000,8000
2021-10-02,Dior,Australia,30,45000,1500
2024-12-30,Gucci,Europe,13,15600,1200
2021-09-30,Chanel,Middle East,85,255000,3000
2023-03-15,Louis Vuitton,Europe,60,150000,2500
2023-07-23,Gucci,Europe,34,40800,1200
2024-10-02,Louis Vuitton,Australia,75,187500,2500
2024-09-20,Dior,Middle East,60,90000,1500
2023-06-24,Gucci,Asia,3,3600,1200
2022-11-30,Rolex,Australia,5,40000,8000
2024-09-11,Louis Vuitton,Asia,84,210000,2500
2021-05-10,Gucci,Asia,30,36000,1200
2024-09-05,Dior,Europe,33,49500,1500
2025-01-17,Louis Vuitton,North America,96,240000,2500
2024-11-04,Gucci,Australia,54,64800,1200
2021-11-30,Dior,Australia,88,132000,1500
2022-10-17,Rolex,Europe,40,320000,8000
2022-02-20,Gucci,Asia,9,10800,1200
2021-05-03,Louis Vuitton,Asia,86,215000,2500
2022-10-10,Gucci,Asia,71,85200,1200
2024-12-31,Dior,Middle East,73,109500,1500
2021-11-24,Dior,Asia,72,108000,1500
2024-12-21,Dior,Asia,21,31500,1500
2024-05-27,Gucci,Europe,55,66000,1200
2024-01-25,Dior,Europe,61,91500,1500
2024-05-26,Dior,Middle East,16,24000,1500
2022-12-10,Rolex,Australia,56,448000,8000
2024-07-09,Rolex,North America,90,720000,8000
2023-05-23,Louis Vuitton,North America,17,42500,2500
2023-12-25,Dior,Australia,72,108000,1500
2024-04-04,Chanel,Europe,25,75000,3000
2024-08-23,Louis Vuitton,Middle East,68,170000,2500
2021-09-07,Louis Vuitton,North America,78,195000,2500
2023-10-31,Louis Vuitton,Europe,49,122500,2500
2023-04-06,Gucci,Asia,32,38400,1200
2024-11-13,Gucci,North America,3,3600,1200
2023-04-12,Chanel,Australia,58,174000,3000
2025-01-27,Chanel,Middle East,64,192000,3000
2024-12-14,Gucci,Middle East,87,104400,1200
2021-08-31,Chanel,North America,60,180000,3000
2024-03-07,Gucci,North America,64,76800,1200
2024-05-01,Gucci,Europe,20,24000,1200
2023-11-17,Dior,Europe,63,94500,1500
2021-05-28,Louis Vuitton,Asia,59,147500,2500
2024-12-31,Louis Vuitton,Middle East,38,95000,2500
2021-08-27,Chanel,Middle East,16,48000,3000
2024-05-27,Louis Vuitton,Middle East,14,35000,2500
2022-04-25,Louis Vuitton,Australia,53,132500,2500
2022-01-26,Louis Vuitton,North America,22,55000,2500
2022-06-30,Rolex,Middle East,27,216000,8000
2023-05-26,Gucci,Asia,82,98400,1200
2022-01-15,Chanel,Middle East,38,114000,3000
2023-04-24,Louis Vuitton,Middle East,83,207500,2500
2024-07-05,Louis Vuitton,Australia,44,110000,2500
2021-04-29,Gucci,North America,33,39600,1200
2022-12-01,Dior,North America,39,58500,1500
2023-03-18,Dior,Australia,31,46500,1500
2021-12-21,Gucci,Asia,83,99600,1200
2023-08-12,Chanel,Australia,35,105000,3000
2021-06-12,Dior,Middle East,88,132000,1500
2022-09-20,Gucci,Australia,62,74400,1200
2024-10-23,Gucci,Middle East,84,100800,1200
2022-01-13,Chanel,Europe,46,138000,3000
2022-12-20,Dior,Asia,94,141000,1500
2021-09-02,Dior,Europe,50,75000,1500
2024-12-26,Gucci,North America,8,9600,1200
2024-01-27,Louis Vuitton,Asia,50,125000,2500
2022-10-14,Chanel,North America,15,45000,3000
2021-06-10,Dior,Australia,10,15000,1500
2024-03-24,Gucci,North America,61,73200,1200
2021-04-04,Chanel,Australia,80,240000,3000
2023-08-23,Rolex,Europe,6,48000,8000
2022-01-21,Rolex,Australia,76,608000,8000
2022-10-18,Chanel,Australia,75,225000,3000
2022-04-18,Louis Vuitton,Asia,5,12500,2500
2024-12-21,Gucci,Europe,57,68400,1200
2021-09-05,Dior,Asia,45,67500,1500
2021-11-14,Louis Vuitton,Asia,66,165000,2500
2025-02-23,Chanel,Europe,7,21000,3000
2023-11-07,Dior,Europe,36,54000,1500
2022-03-03,Dior,Australia,67,100500,1500
2022-09-09,Louis Vuitton,North America,15,37500,2500
2022-09-13,Gucci,Middle East,47,56400,1200
2024-04-09,Dior,North America,76,114000,1500
2021-05-05,Louis Vuitton,Europe,4,10000,2500
2021-10-18,Chanel,Asia,45,135000,3000
2022-10-04,Louis Vuitton,Europe,49,122500,2500
2021-06-21,Chanel,Asia,74,222000,3000
2023-08-10,Louis Vuitton,Middle East,58,145000,2500
2024-05-13,Louis Vuitton,North America,30,75000,2500
2023-07-10,Dior,Australia,65,97500,1500
2023-02-26,Gucci,Europe,27,32400,1200
2021-07-27,Rolex,Australia,76,608000,8000
2024-11-11,Chanel,North America,55,165000,3000
2022-09-04,Chanel,Asia,98,294000,3000
2021-11-05,Louis Vuitton,North America,60,150000,2500
2023-10-11,Dior,Europe,86,129000,1500
2024-11-17,Louis Vuitton,Australia,20,50000,2500
2021-09-07,Chanel,North America,78,234000,3000
2023-08-03,Gucci,Asia,27,32400,1200
2022-06-05,Rolex,Middle East,36,288000,8000
2024-02-15,Louis Vuitton,Asia,35,87500,2500
2021-12-28,Gucci,North America,9,10800,1200
2022-01-21,Rolex,Asia,69,552000,8000
2021-03-28,Louis Vuitton,Asia,80,200000,2500
2023-06-30,Louis Vuitton,Europe,30,75000,2500
2021-08-08,Rolex,Europe,87,696000,8000
2024-07-03,Louis Vuitton,Middle East,20,50000,2500
2021-09-13,Rolex,Asia,66,528000,8000
2023-08-09,Louis Vuitton,Asia,25,62500,2500
2024-02-09,Rolex,Europe,13,104000,8000
2024-08-30,Rolex,Australia,35,280000,8000
2023-05-09,Dior,North America,39,58500,1500
2022-07-10,Rolex,Europe,12,96000,8000
2023-10-09,Gucci,Australia,42,50400,1200
2021-03-21,Louis Vuitton,Europe,2,5000,2500
2022-07-18,Dior,Australia,41,61500,1500
2022-07-12,Chanel,Asia,50,150000,3000
2023-05-02,Chanel,Asia,16,48000,3000
2022-08-08,Rolex,Europe,70,560000,8000
2024-10-15,Chanel,North America,46,138000,3000
2024-02-19,Dior,Australia,18,27000,1500
2025-02-27,Louis Vuitton,Middle East,26,65000,2500
2024-05-11,Dior,Middle East,93,139500,1500
2022-11-05,Gucci,Asia,52,62400,1200
2024-06-11,Rolex,Europe,58,464000,8000
2022-07-04,Gucci,Australia,3,3600,1200
2024-03-27,Dior,Europe,94,141000,1500
2023-01-11,Dior,Europe,75,112500,1500
2024-09-13,Louis Vuitton,Europe,25,62500,2500
2022-06-27,Rolex,Europe,73,584000,8000
2024-07-13,Chanel,Australia,83,249000,3000
2024-06-22,Dior,North America,94,141000,1500
2023-09-25,Gucci,Middle East,16,19200,1200
2021-04-19,Louis Vuitton,Australia,31,77500,2500
2024-05-30,Louis Vuitton,Asia,38,95000,2500
2021-04-27,Louis Vuitton,Australia,89,222500,2500
2022-07-30,Dior,Asia,99,148500,1500
2022-08-17,Dior,Australia,16,24000,1500
2024-11-26,Dior,North America,52,78000,1500
2022-01-22,Gucci,North America,40,48000,1200
2024-10-06,Chanel,North America,83,249000,3000
2021-03-30,Dior,North America,1,1500,1500
2023-09-24,Chanel,Australia,91,273000,3000
2021-10-09,Chanel,North America,27,81000,3000
2025-02-08,Rolex,Middle East,50,400000,8000
2024-09-25,Chanel,North America,73,219000,3000
2022-04-17,Dior,North America,91,136500,1500
2025-01-12,Louis Vuitton,Europe,71,177500,2500
2021-09-28,Gucci,Australia,12,14400,1200
2022-02-05,Chanel,North America,58,174000,3000
2022-07-02,Gucci,Europe,81,97200,1200
2021-06-10,Dior,Europe,59,88500,1500
2023-05-05,Chanel,Asia,56,168000,3000
2022-06-18,Gucci,North America,86,103200,1200
2021-12-02,Dior,Asia,43,64500,1500
2025-01-10,Rolex,North America,17,136000,8000
2024-09-21,Rolex,North America,56,448000,8000
2024-10-27,Louis Vuitton,Australia,6,15000,2500
2022-08-20,Dior,Australia,67,100500,1500
2022-01-19,Dior,North America,45,67500,1500
2025-01-15,Louis Vuitton,Europe,9,22500,2500
2024-11-09,Louis Vuitton,Asia,41,102500,2500
2022-02-16,Rolex,Asia,12,96000,8000
2023-01-03,Chanel,Australia,8,24000,3000
2021-03-17,Rolex,Middle East,71,568000,8000
2021-09-03,Dior,North America,47,70500,1500
2025-02-10,Louis Vuitton,Middle East,40,100000,2500
